prompt_with_emotion,response_with_emotion
"I recently found out my mom was very sick. SHe has stage 4 liver cirrhosis., sad","['I recently found out my mom was very sick., caring', 'I am sorry to hear that.I hope she gets better., surprised', ""She won't. It is stage 4 liver cirrhosis. I'm pretty distraught about it., excited"", 'That is horrible news.Your family should make sure she gets comfortable on her last moments., surprised']"
"I recently got a $1_comma_000 scholarship that I even forgot I applied for last year., grateful","['I recently got a $1_comma_000 scholarship that I even forgot I applied for last year., joyful', 'Wow_comma_ that is awesome! Bet you were shocked and happy at the same time!, prepared', 'I was! It really came at the right time., surprised', 'I bet! Especially with the cost of college these days!, terrified']"
"I recently had to put my cat to sleep. It was an emotional day., sad","['I recently had to put my cat_comma_ Blackjack_comma_ to sleep. , ashamed', 'Thats unfortunate. It is a difficult decision to make. Sometimes we are put in those situations and they take a toll on us., caring', 'He was 15 and his kidneys were failing. It was really hard for me and my kids., annoyed', 'I hope he is in a better place now. How did you have Blackjack for?, afraid', 'Since he was 4 months old. It was so hard_comma_ but the right thing to do., anticipating', 'So you all had relatively all his life. Yes_comma_ it was the right thing to do. Did you get another pet instead?, caring']"
"I recently started in vitro treatments in hopes of getting pregnant. I have been trying forever., hopeful","['I recently started in vitro treatments in hopes of getting pregnant., caring', ""Wow_comma_ I'm sure it will work. I've very hopeful for you., hopeful"", ""Thank you. Seems like I've been trying forever with no success., caring"", 'My wife and I have been together for 12 years_comma_ tried years ago and nothing. Waited a while and then started trying again and we got it. Fate has a funny way of working out., caring']"
"I recently studied very hard for a final exam for college. It was hard but worth it., prepared","['I recently studied very hard for a final exam, anticipating', 'I remember those days_comma_ what subject?, surprised', 'Physics. It was hard but very worth it. , caring', 'It sounds hard! What grade did you get?, proud']"
"I recently thought I saw a ghost in my house. It was horrifying to me., terrified","['I recently thought I saw a ghost in my house., caring', 'Where did you see it? , faithful', 'My bedroom! I was horrified!, caring', 'I bet_comma_ what did it look like?, caring']"
"I remember getting prepared for my trip to peru_comma_ it was crazy! , prepared","['I traveled a few months ago and didnt realize how much planning is involved! Wow it was a lot to get ready for... , caring', 'Traveling is hard work. Where did you go?, anticipating', 'I went to Peru to visit my family. I try to go every year. , guilty', 'Wow. I have never neen that far! I have been to the Caribbean though., caring']"
"I remember going to the fireworks with my best friend. There was a lot of people_comma_ but it only felt like us in the world., sentimental","['I remember going to see the fireworks with my best friend. It was the first time we ever spent time alone together. Although there was a lot of people_comma_ we felt like the only people in the world., nostalgic', 'Was this a friend you were in love with_comma_ or just a best friend?, sentimental', 'This was a best friend. I miss her., nostalgic', 'Where has she gone?, caring', 'We no longer talk., sad', 'Oh was this something that happened because of an argument?, caring']"
"I remember how well I was attended to by the nurses and doctors at the hospital when I was a patient, caring","['I had a motor accident_comma_ they were really helpful indeed, grateful', 'oh my! I graduate this year in a short few months. I worked really hard., caring', 'You graduate this year? Congrats, excited', 'I sure did. Thanks I worked extremely hard!, proud']"
"I remember the day I became a father. Hearing my daughter's first cry melted my heart. I will never forget it., nostalgic","['I will never forget the day I became a father. It was such an amazing experience., prepared', 'I can imagine because becoming a mother was the best time in my life!, faithful', ""You can relate! When I first heard my daughter's cry my heart instantly melted. She is almost 10 now but she will always be daddy's little girl!, lonely"", ""Aww_comma_ I feel like that with my kids! They're always going to be my babies, devastated""]"
"I remember waiting for the Nintendo Switch to come out_comma_ I was so excited_comma_ I still love using it every day!, anticipating","['I remember waiting for the Nintendo Switch to come out_comma_ I was so excited, surprised', 'I was also excited. In fact_comma_ I have one right now!, caring', 'Awesome_comma_ I have Zelda_comma_ Mario_comma_ Splatoon_comma_ Fortnite and tons of other games!, surprised', ""Those are great titles. I am a big Nintendo fan. I can't wait for the new Metroid Prime., hopeful"", 'Me neither_comma_ too bad it is far away_comma_ but we still get smash and Pokemon this year!, lonely', 'That should be fun. Pokemon is a great franchise. I have many of the handheld games., angry']"
"I remember when I got into a really big fight with my roommate and she kicked me out and I had to move back into my parent's house., devastated","['WIsh that did happen to you_comma_ better luck next time., disgusted', 'I always have the worst luck. , caring', ""Me too_comma_ sometimes I think it's karma. Maybe all the bad things that I did are coming back to me., caring"", 'Maybe. I think some people are just born with it., annoyed']"
