prompt_with_emotion,response_with_emotion
"I had a girl that I was seeing one time and she asked if I wanted to come with her to meet one of her friends. I went along and the way she talked to her was so much more passionate and energetic than with me and it made me wonder what he has that I don't., neutral","['I had the worst time last week. I went with my girlfriend to see one of her friends and she talked to him with so much more energy and passion than she does with me., neutral', ""That's so terrible to hear about. Do girls not understand that men also want to be valued over some random guys that they meet or even just see on the street? It's crazy to me that they are so rude sometimes., anger""]"
"I had a girl that I was seeing one time and she asked if I wanted to come with her to meet one of her friends. I went along and the way she talked to her was so much more passionate and energetic than with me and it made me wonder what he has that I don't., sadness","['I really wish I could NOT correlate to that.  But I can.  Me and my girlfriend are going through a weird time right now where she likes to tell me how hot other guys right to my face.  It is a terrible feeling_comma_ and I know exactly what you are talking about.  If it occurs a lot more I suggest you saying something about it_comma_ better to know the truth than dwell on it everytime., sadness']"
"I had a great day at work today; I really killed it!, anger","[""Well that's really great that you were able to prepare so much_comma_ obviously you know what you're doing! Do you usually have to prep so much?, neutral""]"
"I had a great day at work today; I really killed it!, joy","[""There are many different variables that need to be taken into account-- things that I don't usually deal with on a day to day basis.  But my extra prep at night has made it so that it's seeming easy., fear""]"
"I had a great day at work today; I really killed it!, neutral","[""I had a great day at work today!  We are working on some pretty complex accounting_comma_ and I've had to do a lot of prep at night. , anger"", ""That's really awesome_comma_ what makes it so complex?, anger""]"
"I had a great day at work today; I really killed it!, sadness","['Not usually; this is an unusual case!, neutral']"
"I had my entire house boarded up when the hurricane came., anger","['No luckily the house was ok., sadness']"
"I had my entire house boarded up when the hurricane came., fear","['I had to board my entire house when the hurricane was coming., anger', 'WOW! Did it do any damage?, anger', 'That is great. I would have been scared to death. Was it recent?, neutral']"
"I had one time where I was at a party and a girl started to act really flirty with me and we were both kinda drunk. I had a girlfriend at the time so I made sure to let her know so that she didn't get the wrong idea., fear","[""I was way too close to my girlfriend to do anything_comma_ so I just let her know that I was in a relationship so that she wouldn't get the wrong idea., fear""]"
"I had one time where I was at a party and a girl started to act really flirty with me and we were both kinda drunk. I had a girlfriend at the time so I made sure to let her know so that she didn't get the wrong idea., joy","['what did you do?, joy']"
"I had one time where I was at a party and a girl started to act really flirty with me and we were both kinda drunk. I had a girlfriend at the time so I made sure to let her know so that she didn't get the wrong idea., sadness","['One time I was at this party and a girl started to get really touchy feely and flirting with me_comma_ but I had a girlfriend at the time., neutral', 'that was the right move!, fear']"
"I had to give a speech at work and I completely forgot what I was saying. Everyone started laughing., anger","[""That wasn't very nice of them.  It's quite common to forget things.  Hopefully next time you remember!, fear""]"
"I had to give a speech at work and I completely forgot what I was saying. Everyone started laughing., neutral","['I had to give a speech at work and I forgot what I was saying right in the middle., neutral', 'No I did not_comma_ and everyone laughed at me. It was terrible., sadness']"
"I had to give a speech at work and I completely forgot what I was saying. Everyone started laughing., sadness","[""That's never fun.  Did you have any notes to help you remember?, neutral""]"
"I had to have some tests run due to an unclear mammogram.  It took days for the results to come back and thankfully they were all clear., anger","['Finally they came in a few days later and all is clear thank goodness.  But that was a harrowing few days!, fear']"
"I had to have some tests run due to an unclear mammogram.  It took days for the results to come back and thankfully they were all clear., fear","['I had to have some extra tests ran a few weeks back due to an unclear mammogram., joy']"
"I had to have some tests run due to an unclear mammogram.  It took days for the results to come back and thankfully they were all clear., joy","['Were the results good or bad?, sadness', 'Yes I am sure it was., anger']"
"I had to investigate a noise coming from my  backyard at night., fear","['Turns out it was a deer who got stuck in the bushes., neutral', ""Haven't the slightest clue. It was a baby so maybe it was following it's mother through and didn't have the force needed to get out., fear"", 'Poor thing_comma_ did it need ot be helped?, neutral']"
"I had to investigate a noise coming from my  backyard at night., neutral","['how on earth did it get stuck?, neutral']"
"I hate it when my dog jumped on the table and started wolfing down my child's birthday cake. I had spent four hours preparing the cake only to see it disappear in 30 seconds!, fear","[""Oh no_comma_ I hope your kid wasn't too upset. Maybe need to lock the dog in another room when food is out., joy""]"
"I hate it when my dog jumped on the table and started wolfing down my child's birthday cake. I had spent four hours preparing the cake only to see it disappear in 30 seconds!, joy","[""Well that's good they yall still had cake. I'm sure you will laugh about this in the future., fear""]"
"I hate it when my dog jumped on the table and started wolfing down my child's birthday cake. I had spent four hours preparing the cake only to see it disappear in 30 seconds!, neutral","[""I can't blame him for making a move like that. I thought he was outside at the moment. Well_comma_ we were able to salvage enough for the party!, fear""]"
"I hate it when my dog jumped on the table and started wolfing down my child's birthday cake. I had spent four hours preparing the cake only to see it disappear in 30 seconds!, sadness","[""Last week I was so upset when my dog jumped up on the table and started eating my child's birthday cake! I really yelled at the mutt!, neutral""]"
